Date,Open,High,Low,Close,Volume,Market Cap
"Dec 08, 2015",395.75,415.56,389.95,415.56,"57,801,400","5,908,810,000"
"Dec 07, 2015",389.98,399.97,385.41,395.54,"63,455,800","5,821,140,000"
"Dec 06, 2015",389.56,402.81,387.09,388.78,"77,762,000","5,813,290,000"
"Dec 05, 2015",363.72,389.79,363.23,388.95,"66,282,200","5,426,180,000"
"Dec 04, 2015",361.26,363.52,355.76,363.18,"35,784,100","5,388,110,000"
"Dec 03, 2015",359.33,370.27,357.41,361.05,"50,714,900","5,358,040,000"
"Dec 02, 2015",361.85,362.23,349.46,359.19,"54,160,500","5,394,070,000"
"Dec 01, 2015",377.41,378.93,356.56,362.49,"60,452,200","5,624,580,000"
"Nov 30, 2015",371.44,382.36,370.38,377.32,"71,701,600","5,534,000,000"
"Nov 29, 2015",357.47,371.94,355.67,371.29,"40,409,300","5,324,610,000"
"Nov 28, 2015",357.14,359.54,352.17,357.38,"36,816,600","5,318,300,000"
"Nov 27, 2015",351.86,363.59,347.87,358.04,"55,179,100","5,238,500,000"
"Nov 26, 2015",328.30,366.76,328.23,352.68,"106,105,000","4,886,330,000"
"Nov 25, 2015",320.05,329.13,316.77,328.21,"41,666,900","4,762,230,000"
"Nov 24, 2015",323.01,323.06,318.12,320.05,"29,362,600","4,805,160,000"
"Nov 23, 2015",324.35,325.12,321.29,323.05,"27,478,900","4,823,700,000"
"Nov 22, 2015",326.98,327.01,321.26,324.54,"23,439,400","4,861,340,000"
"Nov 21, 2015",322.09,328.16,319.60,326.93,"28,200,500","4,787,340,000"
"Nov 20, 2015",326.41,326.47,312.22,322.02,"53,152,900","4,850,170,000"
"Nov 19, 2015",334.68,335.33,325.27,326.15,"45,011,100","4,971,880,000"
"Nov 18, 2015",334.59,336.53,330.64,334.59,"43,783,800","4,969,330,000"
"Nov 17, 2015",330.36,338.35,329.61,335.09,"51,001,600","4,905,260,000"
"Nov 16, 2015",319.74,331.63,315.90,330.75,"47,980,100","4,746,070,000"
"Nov 15, 2015",333.05,334.66,317.49,320.17,"44,213,100","4,942,420,000"
"Nov 14, 2015",336.62,338.18,329.97,332.91,"38,612,000","4,994,250,000"
"Nov 13, 2015",338.50,340.91,326.07,336.75,"52,003,000","5,020,700,000"
"Nov 12, 2015",314.08,345.08,313.36,338.15,"78,477,800","4,657,240,000"
"Nov 11, 2015",339.82,340.58,301.00,311.08,"107,070,000","5,037,510,000"
"Nov 10, 2015",379.98,381.39,329.11,336.82,"95,797,900","5,631,520,000"
"Nov 09, 2015",374.32,385.28,362.89,380.26,"68,224,400","5,546,240,000"
"Nov 08, 2015",384.28,389.89,368.70,373.37,"51,817,600","5,692,390,000"
"Nov 07, 2015",374.27,390.59,372.43,386.48,"56,625,100","5,542,680,000"
"Nov 06, 2015",388.05,395.84,354.02,374.47,"122,687,000","5,745,320,000"
"Nov 05, 2015",408.08,447.56,374.58,386.35,"151,825,000","6,040,410,000"
"Nov 04, 2015",403.66,495.56,380.55,411.56,"263,900,000","5,973,510,000"
"Nov 03, 2015",361.87,417.90,357.65,403.42,"206,162,000","5,353,680,000"
"Nov 02, 2015",325.94,365.36,323.21,361.19,"101,918,000","4,820,850,000"
"Nov 01, 2015",315.00,327.47,311.88,325.43,"37,001,100","4,657,890,000"
"Oct 31, 2015",328.51,332.78,309.25,314.17,"48,598,100","4,856,410,000"
"Oct 30, 2015",313.94,334.17,313.94,328.01,"78,305,000","4,639,690,000"
"Oct 29, 2015",304.32,318.17,301.82,313.86,"64,495,900","4,496,390,000"
"Oct 28, 2015",293.70,306.33,293.70,304.62,"50,808,100","4,338,430,000"
"Oct 27, 2015",285.18,296.21,285.01,293.79,"46,331,800","4,211,500,000"
"Oct 26, 2015",283.63,285.30,280.51,285.30,"32,108,800","4,187,410,000"
"Oct 25, 2015",281.44,294.06,281.44,283.68,"45,717,100","4,154,100,000"
"Oct 24, 2015",276.50,281.71,276.50,281.65,"25,942,400","4,080,140,000"
"Oct 23, 2015",273.65,278.68,273.54,276.50,"29,442,500","4,037,010,000"
"Oct 22, 2015",266.50,276.51,266.13,274.02,"37,808,600","3,930,500,000"
"Oct 21, 2015",269.31,270.77,263.84,266.27,"25,637,300","3,970,980,000"
"Oct 20, 2015",263.57,270.83,263.23,269.46,"30,889,800","3,885,570,000"
"Oct 19, 2015",261.86,264.82,260.95,263.44,"25,258,800","3,859,270,000"
"Oct 18, 2015",270.91,271.67,260.78,261.64,"22,434,300","3,991,620,000"
"Oct 17, 2015",262.75,273.58,262.37,270.64,"43,199,600","3,870,490,000"
"Oct 16, 2015",254.30,266.13,253.93,262.87,"35,901,500","3,745,090,000"
"Oct 15, 2015",252.11,255.96,252.05,254.32,"25,223,500","3,711,800,000"
"Oct 14, 2015",249.49,254.28,248.90,251.99,"27,462,600","3,672,370,000"
"Oct 13, 2015",245.20,250.24,243.76,249.51,"28,198,500","3,608,340,000"
"Oct 12, 2015",246.88,247.45,245.18,245.31,"17,388,300","3,632,110,000"
"Oct 11, 2015",244.74,247.24,244.15,247.05,"16,827,300","3,599,840,000"
"Oct 10, 2015",243.74,245.32,243.07,244.94,"15,912,700","3,584,120,000"
"Oct 09, 2015",242.50,244.23,242.12,243.93,"17,353,100","3,565,090,000"
"Oct 08, 2015",243.07,244.25,242.18,242.30,"18,515,300","3,572,730,000"
"Oct 07, 2015",246.17,246.68,242.59,242.97,"22,999,200","3,617,400,000"
"Oct 06, 2015",240.36,246.94,240.14,246.06,"27,535,100","3,531,230,000"
"Oct 05, 2015",238.15,240.38,237.03,240.38,"23,335,900","3,497,740,000"
"Oct 04, 2015",238.53,238.97,237.94,238.26,"12,999,000","3,502,460,000"
"Oct 03, 2015",237.20,239.31,236.94,238.73,"16,482,700","3,482,100,000"
"Oct 02, 2015",237.26,238.54,236.60,237.29,"19,677,900","3,482,190,000"
"Oct 01, 2015",236.00,238.44,235.62,237.55,"20,488,800","3,462,800,000"
"Sep 30, 2015",236.64,237.73,235.63,236.06,"19,743,500","3,471,280,000"
"Sep 29, 2015",239.02,239.80,235.93,236.69,"22,691,300","3,505,090,000"
"Sep 28, 2015",232.84,239.34,232.47,239.14,"24,713,000","3,413,630,000"
"Sep 27, 2015",234.14,234.53,232.48,232.76,"14,179,900","3,431,860,000"
"Sep 26, 2015",235.08,235.40,233.36,234.34,"13,724,100","3,444,730,000"
"Sep 25, 2015",234.36,237.43,233.68,235.14,"22,363,600","3,433,300,000"
"Sep 24, 2015",230.36,235.65,230.29,234.53,"25,097,800","3,373,850,000"
"Sep 23, 2015",230.94,231.84,229.59,230.28,"17,254,100","3,381,390,000"
"Sep 22, 2015",226.97,232.39,225.12,230.62,"25,009,300","3,322,420,000"
"Sep 21, 2015",231.22,231.22,226.52,227.09,"19,678,800","3,383,840,000"
"Sep 20, 2015",231.40,232.37,230.91,231.21,"14,444,700","3,385,770,000"
"Sep 19, 2015",232.86,233.21,231.09,231.49,"12,712,600","3,406,390,000"
"Sep 18, 2015",233.52,234.35,232.19,232.97,"20,242,200","3,415,440,000"
"Sep 17, 2015",229.08,230.28,228.93,229.81,"18,935,400","3,349,390,000"
"Sep 16, 2015",230.25,231.22,227.40,229.09,"20,144,200","3,365,740,000"
"Sep 15, 2015",230.49,259.18,229.82,230.30,"19,177,800","3,368,360,000"
"Sep 14, 2015",230.61,232.44,227.96,230.64,"20,997,800","3,369,190,000"
"Sep 13, 2015",235.24,235.94,229.33,230.51,"18,478,800","3,435,990,000"
"Sep 12, 2015",239.85,240.12,234.75,235.23,"17,962,600","3,502,520,000"
"Sep 11, 2015",238.33,241.17,238.33,240.11,"19,224,700","3,479,310,000"
"Sep 10, 2015",238.34,241.29,235.79,238.48,"21,215,500","3,478,410,000"
"Sep 09, 2015",243.41,244.42,237.82,238.17,"23,635,700","3,551,640,000"
"Sep 08, 2015",239.85,245.78,239.68,243.61,"26,879,200","3,498,750,000"
"Sep 07, 2015",239.93,242.11,238.72,239.85,"21,192,200","3,499,120,000"
"Sep 06, 2015",234.87,242.91,234.68,239.84,"25,473,700","3,424,420,000"
"Sep 05, 2015",230.20,236.14,229.44,235.02,"20,671,400","3,355,470,000"
"Sep 04, 2015",227.22,230.90,227.05,230.30,"20,962,400","3,311,080,000"
"Sep 03, 2015",229.32,229.60,226.67,227.18,"17,482,000","3,340,990,000"
"Sep 02, 2015",228.03,230.58,226.47,229.28,"18,760,400","3,321,180,000"
"Sep 01, 2015",230.26,231.22,226.86,228.12,"20,575,200","3,352,760,000"
"Aug 31, 2015",229.11,231.96,225.91,230.06,"20,710,700","3,335,220,000"
"Aug 30, 2015",229.90,232.07,226.25,228.76,"19,412,600","3,345,740,000"
"Aug 29, 2015",231.55,233.22,227.33,229.78,"17,142,500","3,368,880,000"
"Aug 28, 2015",224.70,235.22,220.93,231.40,"31,336,600","3,268,370,000"
"Aug 27, 2015",226.05,228.64,223.68,224.77,"21,905,400","3,287,220,000"
"Aug 26, 2015",222.08,231.18,220.20,225.83,"31,808,000","3,228,540,000"
"Aug 25, 2015",210.07,226.32,199.57,221.61,"61,089,200","3,053,250,000"
"Aug 24, 2015",228.11,228.14,210.44,210.50,"59,220,700","3,314,640,000"
"Aug 23, 2015",230.38,232.71,225.58,228.17,"18,406,600","3,346,760,000"
"Aug 22, 2015",232.66,234.96,222.70,230.39,"23,205,900","3,379,050,000"
"Aug 21, 2015",235.35,236.43,231.72,232.57,"23,173,800","3,417,200,000"
"Aug 20, 2015",226.90,237.37,226.90,235.35,"32,275,000","3,293,570,000"
"Aug 19, 2015",225.67,237.41,222.77,226.68,"60,869,200","3,274,860,000"
"Aug 18, 2015",257.93,257.99,211.08,211.08,"42,147,200","3,742,020,000"
"Aug 17, 2015",258.49,260.50,257.12,257.98,"21,617,900","3,749,260,000"
"Aug 16, 2015",261.87,262.44,257.04,258.51,"29,717,000","3,797,330,000"
"Aug 15, 2015",265.53,266.67,261.30,261.55,"19,321,100","3,849,530,000"
"Aug 14, 2015",264.13,267.47,261.48,265.68,"27,091,200","3,828,340,000"
"Aug 13, 2015",266.18,266.23,262.84,264.08,"27,685,500","3,857,090,000"
"Aug 12, 2015",270.60,270.67,265.47,266.38,"26,815,400","3,920,210,000"
"Aug 11, 2015",264.34,270.39,264.09,270.39,"25,433,900","3,828,500,000"
"Aug 10, 2015",265.48,267.03,262.60,264.47,"20,979,400","3,843,850,000"
"Aug 09, 2015",261.12,267.00,260.47,265.08,"23,789,600","3,779,770,000"
"Aug 08, 2015",279.74,279.93,260.71,261.00,"58,533,000","4,048,270,000"
"Aug 07, 2015",278.74,280.39,276.37,279.58,"42,484,800","4,032,820,000"
"Aug 06, 2015",281.91,281.91,278.40,278.58,"18,792,100","4,077,600,000"
"Aug 05, 2015",284.85,285.50,281.49,281.88,"20,128,000","4,119,190,000"
"Aug 04, 2015",281.23,285.71,281.23,285.22,"21,908,700","4,065,870,000"
"Aug 03, 2015",282.81,285.47,280.23,281.23,"21,474,100","4,087,610,000"
"Aug 02, 2015",280.45,283.03,277.53,282.61,"17,722,200","4,052,470,000"
"Aug 01, 2015",284.69,284.93,278.11,281.60,"18,995,000","4,112,610,000"
"Jul 31, 2015",287.70,288.96,282.34,284.65,"23,629,100","4,155,010,000"
"Jul 30, 2015",289.10,290.13,286.57,287.72,"21,635,800","4,174,360,000"
"Jul 29, 2015",294.48,294.54,288.78,289.59,"24,672,600","4,250,940,000"
"Jul 28, 2015",293.63,296.65,293.42,294.43,"25,453,600","4,237,650,000"
"Jul 27, 2015",292.64,297.77,287.45,293.62,"30,592,000","4,222,210,000"
"Jul 26, 2015",288.64,293.05,287.71,292.69,"16,032,300","4,163,470,000"
"Jul 25, 2015",288.16,290.73,286.00,288.70,"20,662,200","4,155,500,000"
"Jul 24, 2015",276.00,289.25,275.25,288.28,"37,199,400","3,978,990,000"
"Jul 23, 2015",277.34,278.11,275.72,276.05,"18,531,300","3,997,290,000"
"Jul 22, 2015",275.66,277.67,274.38,277.22,"19,389,800","3,971,960,000"
"Jul 21, 2015",278.88,280.55,275.42,275.83,"22,930,700","4,017,540,000"
"Jul 20, 2015",273.50,278.98,272.96,278.98,"22,711,400","3,938,930,000"
"Jul 19, 2015",274.77,275.67,272.51,273.61,"15,332,500","3,956,140,000"
"Jul 18, 2015",279.33,282.53,274.07,274.90,"25,187,100","4,020,820,000"
"Jul 17, 2015",278.09,280.28,272.04,279.47,"27,591,400","4,001,950,000"
"Jul 16, 2015",286.04,291.18,275.24,278.09,"49,482,600","4,115,410,000"
"Jul 15, 2015",288.05,293.25,285.37,285.83,"27,486,600","4,143,120,000"
"Jul 14, 2015",292.03,296.15,286.64,287.46,"28,727,200","4,199,450,000"
"Jul 13, 2015",310.83,310.95,281.01,292.05,"62,053,900","4,468,540,000"
"Jul 12, 2015",293.14,314.39,292.50,310.87,"56,405,000","4,213,280,000"
"Jul 11, 2015",284.88,298.51,283.53,293.12,"41,109,900","4,093,500,000"
"Jul 10, 2015",269.16,294.59,268.80,284.89,"100,390,000","3,866,510,000"
"Jul 09, 2015",270.83,272.33,267.09,269.23,"40,301,200","3,889,620,000"
"Jul 08, 2015",265.98,272.97,264.39,270.79,"36,980,200","3,818,970,000"
"Jul 07, 2015",269.96,271.34,264.83,266.21,"28,857,600","3,875,220,000"
"Jul 06, 2015",271.11,277.42,267.60,269.03,"49,154,800","3,890,430,000"
"Jul 05, 2015",260.81,274.51,258.70,271.91,"44,156,100","3,741,670,000"
"Jul 04, 2015",256.49,261.46,254.20,260.89,"15,620,400","3,678,800,000"
"Jul 03, 2015",255.46,257.08,253.50,256.34,"19,033,800","3,662,970,000"
"Jul 02, 2015",258.55,261.63,254.12,255.41,"21,551,900","3,706,320,000"
"Jul 01, 2015",263.35,265.17,255.77,258.62,"27,029,800","3,774,140,000"
"Jun 30, 2015",257.04,267.87,255.95,263.07,"44,533,800","3,682,790,000"
"Jun 29, 2015",248.72,257.17,248.58,257.06,"34,742,900","3,562,790,000"
"Jun 28, 2015",250.96,251.17,247.43,249.01,"15,137,600","3,593,900,000"
"Jun 27, 2015",243.55,251.34,243.12,250.99,"20,488,600","3,487,060,000"
"Jun 26, 2015",242.60,243.75,241.55,243.59,"13,983,500","3,472,580,000"
"Jun 25, 2015",240.37,243.33,240.37,242.80,"16,133,100","3,439,620,000"
"Jun 24, 2015",244.28,244.34,240.51,240.51,"17,344,900","3,494,730,000"
"Jun 23, 2015",246.93,247.30,243.13,244.30,"15,108,700","3,531,700,000"
"Jun 22, 2015",243.97,247.92,243.78,246.99,"17,692,500","3,488,460,000"
"Jun 21, 2015",245.10,245.22,241.88,243.94,"10,600,900","3,503,880,000"
"Jun 20, 2015",244.53,245.83,240.63,245.21,"20,608,100","3,494,910,000"
"Jun 19, 2015",249.04,250.98,243.79,244.61,"23,965,300","3,558,500,000"
"Jun 18, 2015",249.43,252.11,244.13,249.01,"30,980,200","3,563,010,000"
"Jun 17, 2015",250.82,256.85,246.48,249.28,"43,858,400","3,581,960,000"
"Jun 16, 2015",236.76,251.74,236.12,250.90,"41,612,000","3,380,500,000"
"Jun 15, 2015",233.42,237.84,233.42,236.82,"19,912,100","3,331,930,000"
"Jun 14, 2015",232.44,234.86,232.00,233.54,"12,165,900","3,317,080,000"
"Jun 13, 2015",229.92,232.65,229.21,232.40,"13,305,300","3,280,180,000"
"Jun 12, 2015",229.71,231.06,229.31,229.98,"14,017,700","3,276,290,000"
"Jun 11, 2015",228.85,230.29,228.77,229.71,"14,416,000","3,263,390,000"
"Jun 10, 2015",229.00,229.78,228.01,228.80,"15,904,800","3,264,420,000"
"Jun 09, 2015",228.54,230.95,227.93,229.05,"28,353,100","3,257,050,000"
"Jun 08, 2015",222.88,229.46,222.84,228.49,"23,378,400","3,175,520,000"
"Jun 07, 2015",225.60,226.19,222.65,222.88,"13,318,400","3,213,390,000"
"Jun 06, 2015",225.00,225.72,224.38,225.62,"11,131,500","3,203,980,000"
"Jun 05, 2015",224.15,225.97,223.18,224.95,"18,056,500","3,191,080,000"
"Jun 04, 2015",225.77,226.58,224.05,224.32,"14,728,100","3,213,320,000"
"Jun 03, 2015",225.74,227.40,223.93,225.87,"17,752,400","3,212,010,000"
"Jun 02, 2015",222.89,226.42,222.42,225.80,"20,459,000","3,170,730,000"
"Jun 01, 2015",230.23,231.71,221.30,222.93,"26,090,500","3,274,370,000"
"May 31, 2015",233.13,233.25,229.54,230.19,"14,730,800","3,314,780,000"
"May 30, 2015",237.09,237.09,232.05,233.34,"14,098,600","3,370,240,000"
"May 29, 2015",237.38,237.52,235.73,237.10,"14,805,000","3,373,380,000"
"May 28, 2015",237.26,237.82,236.65,237.41,"13,829,600","3,370,890,000"
"May 27, 2015",237.06,238.64,236.69,237.28,"18,837,000","3,367,340,000"
"May 26, 2015",237.10,238.24,235.69,237.12,"16,425,000","3,367,040,000"
"May 25, 2015",240.93,241.02,236.64,237.11,"14,423,900","3,420,480,000"
"May 24, 2015",238.98,241.98,238.81,240.95,"11,508,000","3,391,910,000"
"May 23, 2015",240.29,241.03,238.69,238.87,"14,605,000","3,409,830,000"
"May 22, 2015",235.32,240.97,235.06,240.35,"27,003,000","3,338,560,000"
"May 21, 2015",234.02,236.24,233.84,235.34,"15,108,900","3,319,140,000"
"May 20, 2015",231.89,234.68,231.84,234.02,"15,499,400","3,288,140,000"
"May 19, 2015",233.04,234.15,231.82,231.95,"14,241,900","3,303,650,000"
"May 18, 2015",236.89,237.21,232.46,233.13,"16,780,300","3,357,380,000"
"May 17, 2015",236.01,238.03,236.01,236.80,"11,134,300","3,343,940,000"
"May 16, 2015",237.64,237.70,235.29,236.15,"11,089,700","3,366,300,000"
"May 15, 2015",236.96,238.75,236.79,237.60,"16,329,400","3,355,680,000"
"May 14, 2015",236.21,237.80,234.06,236.93,"24,413,700","3,344,280,000"
"May 13, 2015",241.40,243.70,235.04,236.38,"27,180,100","3,416,690,000"
"May 12, 2015",242.15,242.88,240.10,241.11,"19,282,600","3,426,350,000"
"May 11, 2015",240.30,244.27,239.38,242.16,"20,892,300","3,399,290,000"
"May 10, 2015",241.73,244.07,238.85,240.30,"15,019,100","3,418,740,000"
"May 09, 2015",243.77,247.80,239.64,241.83,"19,790,500","3,446,790,000"
"May 08, 2015",237.20,246.28,236.27,243.86,"27,445,500","3,353,090,000"
"May 07, 2015",229.66,239.10,228.57,237.33,"29,064,400","3,245,660,000"
"May 06, 2015",236.25,236.45,229.23,229.78,"29,587,200","3,337,790,000"
"May 05, 2015",238.85,239.20,232.05,236.12,"23,929,100","3,373,650,000"
"May 04, 2015",240.36,242.64,237.81,239.02,"21,223,400","3,394,130,000"
"May 03, 2015",234.88,243.24,234.08,240.36,"18,494,100","3,315,980,000"
"May 02, 2015",232.34,235.73,232.34,234.93,"12,535,500","3,279,270,000"
"May 01, 2015",235.94,238.97,232.08,232.08,"18,815,300","3,329,190,000"
"Apr 30, 2015",225.69,239.56,224.99,236.15,"33,818,600","3,183,860,000"
"Apr 29, 2015",225.59,227.04,223.43,225.81,"18,936,500","3,181,700,000"
"Apr 28, 2015",228.97,229.50,223.07,225.85,"21,469,200","3,228,470,000"
